OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
COSMOS 2175,1992-001A,21844,PAY,D,CIS,1992-01-21,PLMSC,1992-03-20,89.24,67.11,301,173,21.8500,,EA,IMP
SL-4 R/B,1992-001B,21845,R/B,D,CIS,1992-01-21,PLMSC,1992-01-24,87.95,67.13,211,134,,,EA,IMP
STS 42,1992-002A,21846,PAY,D,US,1992-01-22,AFETR,1992-01-30,90.37,56.97,299,286,,,EA,LAN
COSMOS 2176,1992-003A,21847,PAY,D,CIS,1992-01-24,PLMSC,2012-01-17,91.37,62.03,615,69,14.2905,,EA,IMP
SL-6 R/B(1),1992-003B,21848,R/B,D,CIS,1992-01-24,PLMSC,1992-02-19,87.85,62.73,195,140,12.4600,,EA,IMP
SL-6 PLAT,1992-003C,21849,DEB,D,CIS,1992-01-24,PLMSC,1992-02-05,87.86,62.79,210,128,1.0000,,EA,IMP
SL-6 R/B(2),1992-003D,21850,R/B,D,CIS,1992-01-24,PLMSC,2006-12-13,90.18,61.58,487,79,6.3302,,EA,IMP
PROGRESS-M 11,1992-004A,21851,PAY,D,CIS,1992-01-25,TYMSC,1992-03-13,92.43,51.60,404,383,0.3100,,EA,IMP
SL-4 R/B,1992-004B,21852,R/B,D,CIS,1992-01-25,TYMSC,1992-01-26,87.47,51.61,154,145,,,EA,IMP
COSMOS 2177 [GLONASS],1992-005A,21853,PAY,-,CIS,1992-01-29,TYMSC,,675.74,64.91,19147,19113,2.3489,,EA,ORB
COSMOS 2178 [GLONASS],1992-005B,21854,PAY,-,CIS,1992-01-29,TYMSC,,675.72,64.93,19210,19049,2.9351,,EA,ORB
COSMOS 2179 [GLONASS],1992-005C,21855,PAY,-,CIS,1992-01-29,TYMSC,,675.73,64.93,19167,19093,2.6558,,EA,ORB
SL-12 R/B(1),1992-005D,21856,R/B,D,CIS,1992-01-29,TYMSC,1992-01-30,87.17,64.83,140,128,,,EA,IMP
SL-12 PLAT,1992-005E,21857,DEB,D,CIS,1992-01-29,TYMSC,1992-01-30,87.94,64.78,199,146,,,EA,IMP
SL-12 R/B(2),1992-005F,21858,R/B,,CIS,1992-01-29,TYMSC,,675.37,64.94,19141,19100,1.8706,,EA,ORB
