OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
ZHONGXING-2D,2019-001A,43920,PAY,+,PRC,2019-01-10,XICLF,,1436.10,0.03,35789,35785,,,EA,ORB
CZ-3B R/B,2019-001B,43921,R/B,D,PRC,2019-01-10,XICLF,2019-07-03,99.91,26.75,1414,94,,,EA,IMP
IRIDIUM 180,2019-002A,43922,PAY,+,US,2019-01-11,AFWTR,,100.40,86.40,779,776,,,EA,ORB
IRIDIUM 176,2019-002B,43923,PAY,+,US,2019-01-11,AFWTR,,97.81,86.61,656,652,,,EA,ORB
IRIDIUM 168,2019-002C,43924,PAY,+,US,2019-01-11,AFWTR,,100.40,86.40,779,776,,,EA,ORB
IRIDIUM 173,2019-002D,43925,PAY,+,US,2019-01-11,AFWTR,,100.40,86.40,779,776,,,EA,ORB
IRIDIUM 169,2019-002E,43926,PAY,+,US,2019-01-11,AFWTR,,100.10,86.43,765,761,,,EA,ORB
IRIDIUM 172,2019-002F,43927,PAY,+,US,2019-01-11,AFWTR,,100.40,86.40,779,776,,,EA,ORB
IRIDIUM 175,2019-002G,43928,PAY,+,US,2019-01-11,AFWTR,,99.75,86.45,749,743,,,EA,ORB
IRIDIUM 171,2019-002H,43929,PAY,+,US,2019-01-11,AFWTR,,100.40,86.40,779,776,,,EA,ORB
IRIDIUM 170,2019-002J,43930,PAY,+,US,2019-01-11,AFWTR,,97.81,86.61,656,652,,,EA,ORB
IRIDIUM 167,2019-002K,43931,PAY,+,US,2019-01-11,AFWTR,,100.40,86.40,779,776,,,EA,ORB
RAPIS-1,2019-003A,43932,PAY,D,JPN,2019-01-18,KSCUT,2024-09-25,87.80,97.17,171,160,,,EA,IMP
ORIGAMISAT-1,2019-003B,43933,PAY,D,JPN,2019-01-18,KSCUT,2022-04-30,88.10,97.11,190,171,,,EA,IMP
RISESAT,2019-003C,43934,PAY,D,JPN,2019-01-18,KSCUT,2023-03-11,87.54,97.07,161,145,,,EA,IMP
MICRODRAGON,2019-003D,43935,PAY,D,VTNM,2019-01-18,KSCUT,2024-10-01,87.20,97.04,142,129,,,EA,IMP
EPSILON R/B,2019-003E,43936,R/B,D,JPN,2019-01-18,KSCUT,2024-11-11,87.36,97.02,149,138,,,EA,IMP
NEXUS (FO-99),2019-003F,43937,PAY,D,JPN,2019-01-18,KSCUT,2023-11-09,87.37,97.03,147,141,,,EA,IMP
ALE-1,2019-003G,43938,PAY,D,JPN,2019-01-18,KSCUT,2023-10-03,87.37,97.04,150,138,,,EA,IMP
