OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
SOYUZ 17,1975-001A,7604,PAY,D,CIS,1975-01-10,TYMSC,1975-02-09,91.36,51.58,348,335,,,EA,LAN
SL-4 R/B,1975-001B,7605,R/B,D,CIS,1975-01-10,TYMSC,1975-01-14,88.18,51.63,202,167,,,EA,IMP
COSMOS 702,1975-002A,7606,PAY,D,CIS,1975-01-17,TYMSC,1975-01-29,89.58,71.33,305,202,,,EA,IMP
SL-4 R/B,1975-002B,7607,R/B,D,CIS,1975-01-17,TYMSC,1975-01-29,87.60,71.35,164,147,,,EA,IMP
SL-4 DEB,1975-002C,7609,DEB,D,CIS,1975-01-17,TYMSC,1975-01-21,88.86,71.34,247,189,,,EA,IMP
SOYUZ 17 DEB,1975-001C,7610,DEB,D,CIS,1975-01-10,TYMSC,1975-03-25,88.35,51.57,197,189,,,EA,IMP
COSMOS 703,1975-003A,7611,PAY,D,CIS,1975-01-21,PLMSC,1975-11-20,88.16,81.89,217,149,,,EA,IMP
SL-7 R/B,1975-003B,7612,R/B,D,CIS,1975-01-21,PLMSC,1975-08-22,88.55,81.85,258,148,,,EA,IMP
SOYUZ 17 DEB,1975-001D,7613,DEB,D,CIS,1975-01-10,TYMSC,1975-04-12,88.15,51.57,202,164,,,EA,IMP
SOYUZ 17 DEB,1975-001E,7614,DEB,D,CIS,1975-01-10,TYMSC,1975-05-08,89.07,51.56,234,223,,,EA,IMP
LANDSAT 2,1975-004A,7615,PAY,-,US,1975-01-22,AFWTR,,103.08,99.05,911,897,2.7970,,EA,ORB
DELTA 1 R/B,1975-004B,7616,R/B,,US,1975-01-22,AFWTR,,102.41,97.74,1007,739,4.9089,,EA,ORB
COSMOS 704,1975-005A,7617,PAY,D,CIS,1975-01-23,PLMSC,1975-02-06,89.54,72.84,336,167,,,EA,IMP
SL-4 R/B,1975-005B,7618,R/B,D,CIS,1975-01-23,PLMSC,1975-02-03,88.15,72.85,198,168,,,EA,IMP
SL-4 DEB,1975-005C,7619,DEB,D,CIS,1975-01-23,PLMSC,1975-01-26,89.04,72.79,244,210,,,EA,IMP
SL-4 DEB,1975-005D,7620,DEB,D,CIS,1975-01-23,PLMSC,1975-01-26,89.68,72.88,308,210,,,EA,IMP
SL-4 DEB,1975-005E,7621,DEB,D,CIS,1975-01-23,PLMSC,1975-01-26,89.58,72.95,304,204,,,EA,IMP
SOYUZ 17 DEB,1975-001F,7622,DEB,D,CIS,1975-01-10,TYMSC,1975-10-24,88.75,51.57,219,207,,,EA,IMP
COSMOS 705,1975-006A,7623,PAY,D,CIS,1975-01-28,PLMSC,1975-11-18,88.33,70.94,210,175,,,EA,IMP
SL-7 R/B,1975-006B,7624,R/B,D,CIS,1975-01-28,PLMSC,1975-06-25,87.78,70.95,170,159,,,EA,IMP
COSMOS 706,1975-007A,7625,PAY,,CIS,1975-01-30,PLMSC,,718.17,63.92,38371,2003,11.0730,,EA,ORB
SL-6 R/B(1),1975-007B,7626,R/B,D,CIS,1975-01-30,PLMSC,1975-04-04,87.80,62.81,174,157,,,EA,IMP
SL-6 PLAT,1975-007C,7627,DEB,D,CIS,1975-01-30,PLMSC,1975-03-01,88.23,62.88,227,146,,,EA,IMP
