OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STS 81,1997-001A,24711,PAY,D,US,1997-01-12,AFETR,1997-01-22,91.77,51.65,380,343,404.2700,,EA,LAN
AMC-2 (GE-2),1997-002A,24713,PAY,-,SES,1997-01-30,FRGUI,,1447.64,10.95,36038,35986,15.2492,,EA,ORB
NAHUEL 1A,1997-002B,24714,PAY,,ARGN,1997-01-30,FRGUI,,1448.90,12.59,36068,36006,18.6243,,EA,ORB
ARIANE 44L R/B,1997-002C,24715,R/B,D,FR,1997-01-30,FRGUI,2019-02-24,87.55,7.26,209,97,21.7636,,EA,IMP
ARIANE DEB [SPELDA],1997-002D,24716,DEB,D,FR,1997-01-30,FRGUI,2004-06-30,96.43,6.80,975,200,22.8575,,EA,IMP
SOYUZ-TM 25,1997-003A,24717,PAY,D,CIS,1997-02-10,TYMSC,1997-08-15,92.33,51.65,392,385,,,EA,LAN
SL-4 R/B,1997-003B,24718,R/B,D,CIS,1997-02-10,TYMSC,1997-02-13,87.20,51.61,141,131,11.0000,,EA,IMP
STS 82,1997-004A,24719,PAY,D,US,1997-02-11,AFETR,1997-02-21,96.70,28.47,618,584,,,EA,LAN
HALCA (MUSES-B),1997-005A,24720,PAY,-,JPN,1997-02-12,KSCUT,,374.14,31.22,21116,527,25.5827,,EA,ORB
M-V-1 R/B,1997-005B,24721,R/B,D,JPN,1997-02-12,KSCUT,2025-05-27,88.06,31.03,207,149,2.1082,,EA,IMP
COSMOS 2337,1997-006A,24725,PAY,-,CIS,1997-02-14,PLMSC,,114.22,82.60,1427,1413,0.9650,,EA,ORB
COSMOS 2338,1997-006B,24726,PAY,-,CIS,1997-02-14,PLMSC,,114.16,82.60,1420,1414,0.9371,,EA,ORB
COSMOS 2339,1997-006C,24727,PAY,-,CIS,1997-02-14,PLMSC,,114.07,82.60,1414,1412,1.0597,,EA,ORB
GONETS-D1 4,1997-006D,24728,PAY,-,CIS,1997-02-14,PLMSC,,113.93,82.61,1414,1400,0.8640,,EA,ORB
GONETS-D1 5,1997-006E,24729,PAY,-,CIS,1997-02-14,PLMSC,,114.02,82.60,1415,1406,0.8400,,EA,ORB
GONETS-D1 6,1997-006F,24730,PAY,-,CIS,1997-02-14,PLMSC,,114.06,82.61,1415,1410,0.8438,,EA,ORB
SL-14 R/B,1997-006G,24731,R/B,,CIS,1997-02-14,PLMSC,,114.72,82.60,1474,1411,5.8121,,EA,ORB
INTELSAT 26 (IS-26),1997-007A,24732,PAY,-,ITSO,1997-02-17,AFETR,,1455.87,12.38,36210,36135,25.1486,,EA,ORB
ATLAS 2AS CENTAUR R/B,1997-007B,24733,R/B,D,US,1997-02-17,AFETR,1997-02-25,113.51,23.29,2696,79,,,EA,IMP
USA 130 (DSP 18),1997-008A,24737,PAY,-,US,1997-02-23,AFETR,,1454.10,14.46,36182,36095,,,EA,ORB
TITAN 4B R/B,1997-008B,24738,R/B,D,US,1997-02-23,AFETR,1997-06-26,,,,,9.7449,,EA,IMP
IUS R/B(1),1997-008C,24739,R/B,,US,1997-02-23,AFETR,,595.86,27.78,33850,306,,,EA,ORB
IUS R/B(2),1997-008D,24740,R/B,,US,1997-02-23,AFETR,,1447.24,14.66,36110,35899,,,EA,ORB
INTELSAT 801 (IS-801),1997-009A,24742,PAY,-,ITSO,1997-03-01,FRGUI,,1458.41,12.34,36258,36186,2.0000,,EA,ORB
ARIANE 44LP R/B,1997-009B,24743,R/B,D,FR,1997-03-01,FRGUI,2000-12-12,88.63,6.41,300,114,26.5029,,EA,IMP
ZEYA,1997-010A,24744,PAY,D,CIS,1997-03-04,SVOBO,1999-10-25,87.48,97.19,154,145,0.8111,,EA,IMP
SL-18 R/B,1997-010B,24745,R/B,D,CIS,1997-03-04,SVOBO,2001-01-12,86.87,97.15,122,117,3.9651,,EA,IMP
SL-18 DEB,1997-010C,24746,DEB,D,CIS,1997-03-04,SVOBO,1998-06-05,88.18,97.23,186,183,0.1667,,EA,IMP
SL-18 DEB,1997-010D,24747,DEB,D,CIS,1997-03-04,SVOBO,1998-05-23,88.65,97.23,215,201,0.0015,,EA,IMP
DIRECTV 6 (TEMPO 2),1997-011A,24748,PAY,-,US,1997-03-08,AFETR,,1454.06,13.21,36234,36040,12.5892,,EA,ORB
ATLAS 2A CENTAUR R/B,1997-011B,24749,R/B,D,US,1997-03-08,AFETR,1997-11-19,89.52,25.52,394,108,16.2773,,EA,IMP
DMSP 5D-2 F14 (USA 131),1997-012A,24753,PAY,-,US,1997-04-04,AFWTR,,101.64,98.75,842,831,3.0492,,EA,ORB
STS 83,1997-013A,24755,PAY,D,US,1997-04-04,AFETR,1997-04-08,90.52,28.47,302,298,,,EA,LAN
DMSP 5D-2 F14 DEB,1997-012B,24756,DEB,D,US,1997-04-04,AFWTR,2020-10-26,89.01,98.78,234,217,0.0450,,EA,IMP
PROGRESS-M 34,1997-014A,24757,PAY,D,CIS,1997-04-06,TYMSC,1997-07-02,92.23,51.66,393,375,51.4154,,EA,IMP
SL-4 R/B,1997-014B,24758,R/B,D,CIS,1997-04-06,TYMSC,1997-04-09,87.24,51.62,142,133,15.0000,,EA,IMP
COSMOS 2340,1997-015A,24761,PAY,,CIS,1997-04-09,PLMSC,,716.93,65.34,36898,3415,6.8485,,EA,ORB
SL-6 R/B(1),1997-015B,24762,R/B,D,CIS,1997-04-09,PLMSC,1997-06-13,87.41,62.84,151,141,10.1936,,EA,IMP
