OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STARLINK-3321,2022-001A,50803,PAY,D,US,2022-01-06,AFETR,2025-02-03,87.42,53.19,148,145,,,EA,IMP
STARLINK-3323,2022-001B,50804,PAY,+,US,2022-01-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3333,2022-001C,50805,PAY,+,US,2022-01-06,AFETR,,94.61,53.15,501,499,,,EA,ORB
STARLINK-3335,2022-001D,50806,PAY,+,US,2022-01-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3353,2022-001E,50807,PAY,D,US,2022-01-06,AFETR,2024-05-24,87.84,53.20,170,165,,,EA,IMP
STARLINK-3355,2022-001F,50808,PAY,+,US,2022-01-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3232,2022-001G,50809,PAY,+,US,2022-01-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3348,2022-001H,50810,PAY,D,US,2022-01-06,AFETR,2024-07-25,87.88,53.20,177,162,,,EA,IMP
STARLINK-3347,2022-001J,50811,PAY,D,US,2022-01-06,AFETR,2024-12-26,87.25,53.19,140,136,,,EA,IMP
STARLINK-3338,2022-001K,50812,PAY,+,US,2022-01-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3349,2022-001L,50813,PAY,P,US,2022-01-06,AFETR,,92.78,53.20,412,409,,,EA,ORB
STARLINK-3324,2022-001M,50814,PAY,+,US,2022-01-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3234,2022-001N,50815,PAY,+,US,2022-01-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
