OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STAR VIBE,2023-001A,55009,PAY,+,POL,2023-01-03,AFETR,,93.25,97.31,437,431,,,EA,ORB
MENUT,2023-001B,55010,PAY,+,SPN,2023-01-03,AFETR,,91.68,97.30,360,354,,,EA,ORB
BRO-8,2023-001C,55011,PAY,+,FR,2023-01-03,AFETR,,92.72,97.31,411,405,,,EA,ORB
CONNECTA T1.2,2023-001D,55012,PAY,+,TURK,2023-01-03,AFETR,,92.56,97.32,404,396,,,EA,ORB
LEMUR-2-PHILARI,2023-001E,55013,PAY,D,US,2023-01-03,AFETR,2024-08-13,90.94,97.41,326,316,,,EA,IMP
LEMUR-2-DISCLAIMER,2023-001F,55014,PAY,D,US,2023-01-03,AFETR,2024-07-28,87.60,97.39,166,146,,,EA,IMP
BIRKELAND,2023-001G,55015,PAY,+,NOR,2023-01-03,AFETR,,93.44,97.33,447,439,,,EA,ORB
TRANSPORTER-6 OBJECT H,2023-001H,55016,PAY,-,TBD,2023-01-03,AFETR,,93.32,97.31,441,434,,,EA,ORB
LEMUR-2-STEVEALBERS,2023-001J,55017,PAY,D,US,2023-01-03,AFETR,2024-09-20,87.76,97.37,172,155,,,EA,IMP
KSF3-C,2023-001K,55018,PAY,D,LUXE,2023-01-03,AFETR,2025-02-02,88.29,97.35,195,184,,,EA,IMP
KSF3-B,2023-001L,55019,PAY,D,LUXE,2023-01-03,AFETR,2025-12-07,87.63,97.32,165,149,,,EA,IMP
FLOCK 4Y-24,2023-001M,55020,PAY,D,US,2023-01-03,AFETR,2025-09-21,87.83,97.34,176,158,,,EA,IMP
FLOCK 4Y-32,2023-001N,55021,PAY,D,US,2023-01-03,AFETR,2025-07-07,88.13,97.34,193,171,,,EA,IMP
FLOCK 4Y-22,2023-001P,55022,PAY,D,US,2023-01-03,AFETR,2025-10-04,88.01,97.33,185,167,,,EA,IMP
FLOCK 4Y-18,2023-001Q,55023,PAY,D,US,2023-01-03,AFETR,2025-09-22,88.77,97.33,222,205,,,EA,IMP
FLOCK 4Y-14,2023-001R,55024,PAY,D,US,2023-01-03,AFETR,2025-09-20,88.77,97.35,222,205,,,EA,IMP
FLOCK 4Y-30,2023-001S,55025,PAY,D,US,2023-01-03,AFETR,2025-07-26,88.01,97.35,186,166,,,EA,IMP
