OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
ZIYUAN 3-01 (ZY 3-01),2012-001A,38046,PAY,D,PRC,2012-01-09,TAISC,2026-03-22,87.51,97.13,158,144,5.3150,,EA,IMP
VESSELSAT 2,2012-001B,38047,PAY,D,LUXE,2012-01-09,TAISC,2016-10-27,87.31,97.40,149,134,0.2670,,EA,IMP
CZ-4B R/B,2012-001C,38048,R/B,D,PRC,2012-01-09,TAISC,2012-03-07,87.14,97.57,141,125,9.3089,,EA,IMP
FENGYUN 2F,2012-002A,38049,PAY,-,PRC,2012-01-13,XICLF,,1452.53,7.73,36116,36099,22.4645,,EA,ORB
CZ-3A R/B,2012-002B,38050,R/B,,PRC,2012-01-13,XICLF,,617.90,24.45,34982,324,15.6678,,EA,ORB
WGS F4 (USA 233),2012-003A,38070,PAY,+,US,2012-01-20,AFETR,,1436.11,0.02,35791,35782,15.8583,,EA,ORB
DELTA 4 R/B,2012-003B,38071,R/B,,US,2012-01-20,AFETR,,1223.48,22.23,62654,375,29.4200,,EA,ORB
FENGYUN 2F AKM,2012-002C,38072,R/B,,PRC,2012-01-13,XICLF,,1448.70,9.32,36296,35770,0.1995,,EA,ORB
PROGRESS-M 14M,2012-004A,38073,PAY,D,CIS,2012-01-25,TYMSC,2012-04-28,92.32,51.64,421,355,5.4617,,EA,IMP
SL-4 R/B,2012-004B,38074,R/B,D,CIS,2012-01-25,TYMSC,2012-01-28,87.19,51.61,141,130,4.0950,,EA,IMP
NAVID,2012-005A,38075,PAY,D,IRAN,2012-02-03,SEMLS,2012-04-02,87.63,56.00,165,149,0.3058,,EA,IMP
SAFIR 2 R/B,2012-005B,38076,R/B,D,IRAN,2012-02-03,SEMLS,2012-03-19,87.70,56.00,170,151,2.4635,,EA,IMP
LARES,2012-006A,38077,PAY,+,IT,2012-02-13,FRGUI,,114.75,69.49,1452,1436,0.0379,,EA,ORB
ALMASAT-1,2012-006B,38078,PAY,D,IT,2012-02-13,FRGUI,2020-04-25,87.03,69.40,139,116,0.2640,,EA,IMP
