OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STS 72,1996-001A,23762,PAY,D,US,1996-01-11,AFETR,1996-01-20,90.64,28.46,310,302,,,EA,LAN
OAST FLYER,1996-001B,23763,PAY,D,US,1996-01-11,AFETR,1996-01-20,90.64,28.45,311,301,,,EA,IMP
INTELSAT 3R (IS-3R),1996-002A,23764,PAY,-,US,1996-01-12,FRGUI,,1453.21,11.87,36162,36080,17.1849,,EA,ORB
AFRICASAT-1 (MEASAT-1),1996-002B,23765,PAY,-,MALA,1996-01-12,FRGUI,,1453.63,12.53,36142,36116,9.7037,,EA,ORB
ARIANE 44L+3 R/B,1996-002C,23766,R/B,,FR,1996-01-12,FRGUI,,401.71,8.03,23000,312,22.7754,,EA,ORB
ARIANE DEB [SPELDA],1996-002D,23767,DEB,D,FR,1996-01-12,FRGUI,2002-04-04,90.09,6.97,422,135,16.7528,,EA,IMP
ABS-1A,1996-003A,23768,PAY,-,ABS,1996-01-14,AFETR,,1443.01,12.69,35937,35906,25.1188,,EA,ORB
DELTA 2 R/B(1),1996-003B,23769,R/B,D,US,1996-01-14,AFETR,2014-10-30,87.85,25.28,178,159,10.2089,,EA,IMP
DELTA 2 R/B(2),1996-003C,23770,R/B,,US,1996-01-14,AFETR,,655.25,20.96,35822,1402,3.2808,,EA,ORB
COSMOS 2327,1996-004A,23773,PAY,,CIS,1996-01-16,PLMSC,,104.74,82.98,1019,946,2.1905,,EA,ORB
SL-8 R/B,1996-004B,23774,R/B,,CIS,1996-01-16,PLMSC,,104.59,82.98,1007,944,5.2487,,EA,ORB
GORIZONT 31,1996-005A,23775,PAY,-,CIS,1996-01-25,TYMSC,,1441.66,14.40,35988,35802,12.5892,,EA,ORB
SL-12 R/B(1),1996-005B,23776,R/B,D,CIS,1996-01-25,TYMSC,1996-01-29,87.13,51.62,135,129,17.7000,,EA,IMP
SL-12 PLAT,1996-005C,23777,DEB,D,CIS,1996-01-25,TYMSC,1996-01-26,87.88,51.63,172,167,5.5000,,EA,IMP
SL-12 R/B(2),1996-005D,23778,R/B,,CIS,1996-01-25,TYMSC,,1474.33,15.33,36591,36472,2.7083,,EA,ORB
PAKSAT 1 (ANATOLIA 1),1996-006A,23779,PAY,-,PAKI,1996-02-01,AFETR,,1445.85,10.99,36008,35946,35.9071,,EA,ORB
ATLAS 2AS CENTAUR R/B,1996-006B,23780,R/B,D,US,1996-02-01,AFETR,1996-02-03,1926.98,21.99,89681,153,5.0000,,EA,IMP
N-STAR B,1996-007A,23781,PAY,-,JPN,1996-02-05,FRGUI,,1450.74,12.87,36101,36044,13.6014,,EA,ORB
ARIANE 44P+3 R/B,1996-007B,23782,R/B,D,FR,1996-02-05,FRGUI,2000-06-07,92.56,6.47,699,101,26.2307,,EA,IMP
NEAR,1996-008A,23784,PAY,D,US,1996-02-17,AFETR,2001-02-12,,,,,,NIE,AS,LAN
DELTA 2 R/B(1),1996-008B,23785,R/B,D,US,1996-02-17,AFETR,1998-01-17,87.51,25.88,183,119,12.2334,,EA,IMP
DELTA 2 R/B(2),1996-008C,23786,R/B,,US,1996-02-17,AFETR,,,,,,,NEA,SU,ORB
GONETS-D1 1,1996-009A,23787,PAY,-,CIS,1996-02-19,PLMSC,,113.91,82.57,1414,1398,0.9283,,EA,ORB
GONETS-D1 2,1996-009B,23788,PAY,-,CIS,1996-02-19,PLMSC,,113.99,82.57,1414,1405,0.9238,,EA,ORB
GONETS-D1 3,1996-009C,23789,PAY,-,CIS,1996-02-19,PLMSC,,114.04,82.58,1415,1409,0.9259,,EA,ORB
COSMOS 2328,1996-009D,23790,PAY,-,CIS,1996-02-19,PLMSC,,114.05,82.58,1417,1407,1.0520,,EA,ORB
COSMOS 2329,1996-009E,23791,PAY,-,CIS,1996-02-19,PLMSC,,114.13,82.57,1422,1410,1.0366,,EA,ORB
COSMOS 2330,1996-009F,23792,PAY,-,CIS,1996-02-19,PLMSC,,114.20,82.58,1427,1411,0.9794,,EA,ORB
SL-14 R/B,1996-009G,23793,R/B,,CIS,1996-02-19,PLMSC,,114.73,82.57,1479,1408,5.0135,,EA,ORB
RADUGA 33,1996-010A,23794,PAY,D,CIS,1996-02-19,TYMSC,2004-05-06,89.57,47.72,422,84,15.1552,,EA,IMP
SL-12 R/B(1),1996-010B,23795,R/B,D,CIS,1996-02-19,TYMSC,1996-02-23,87.23,51.61,139,136,27.8000,,EA,IMP
SL-12 PLAT,1996-010C,23796,DEB,D,CIS,1996-02-19,TYMSC,1996-02-20,87.87,51.60,173,165,10.2000,,EA,IMP
SL-12 R/B(2),1996-010D,23797,R/B,D,CIS,1996-02-19,TYMSC,1996-08-21,95.97,47.77,1041,90,26.2745,,EA,IMP
SOYUZ-TM 23,1996-011A,23798,PAY,D,CIS,1996-02-21,TYMSC,1996-09-03,92.20,51.65,390,375,11.7500,,EA,LAN
SL-4 R/B,1996-011B,23799,R/B,D,CIS,1996-02-21,TYMSC,1996-02-24,87.08,51.59,131,128,17.0000,,EA,IMP
SL-12 R/B(AUX MOTOR),1996-005E,23800,R/B,D,CIS,1996-01-25,TYMSC,1996-12-16,88.87,46.27,352,85,0.9206,,EA,IMP
STS 75,1996-012A,23801,PAY,D,US,1996-02-22,AFETR,1996-03-09,90.50,28.48,320,277,86.8390,,EA,LAN
POLAR,1996-013A,23802,PAY,P,US,1996-02-24,AFWTR,,1109.01,79.95,52309,5916,6.0269,,EA,ORB
DELTA 2 R/B(1),1996-013B,23803,R/B,D,US,1996-02-24,AFWTR,1996-05-01,87.13,85.86,137,127,11.4645,,EA,IMP
DELTA 2 R/B(2),1996-013C,23804,R/B,D,US,1996-02-24,AFWTR,1996-12-02,934.52,86.21,50344,226,2.8374,,EA,IMP
TSS-1R,1996-012B,23805,PAY,D,IT,1996-02-22,AFETR,1996-03-19,88.11,28.47,189,173,2.4823,,EA,IMP
SL-12 R/B(AUX MOTOR),1996-005F,23813,R/B,D,CIS,1996-01-25,TYMSC,2004-03-07,87.67,46.42,222,97,0.9132,,EA,IMP
REX 2,1996-014A,23814,PAY,,US,1996-03-09,AFWTR,,101.03,90.01,821,793,0.6242,,EA,ORB
PEGASUS R/B,1996-014B,23815,R/B,,US,1996-03-09,AFWTR,,101.00,90.00,820,792,1.4250,,EA,ORB
INTELSAT 707 (IS-707),1996-015A,23816,PAY,-,ITSO,1996-03-14,FRGUI,,1462.21,10.72,36599,35994,0.0030,,EA,ORB
ARIANE 44LP+3 R/B,1996-015B,23817,R/B,D,FR,1996-03-14,FRGUI,2000-10-20,96.40,6.86,1071,101,24.5815,,EA,IMP
COSMOS 2331,1996-016A,23818,PAY,D,CIS,1996-03-14,PLMSC,1996-06-11,89.00,67.12,291,159,30.6129,,EA,IMP
SL-4 R/B,1996-016B,23819,R/B,D,CIS,1996-03-14,PLMSC,1996-03-20,87.62,67.13,182,131,15.7000,,EA,IMP
SL-12 R/B(AUX MOTOR),1996-010E,23824,R/B,D,CIS,1996-02-19,TYMSC,2000-11-23,91.16,47.37,488,176,1.1696,,EA,IMP
IRS-P3,1996-017A,23827,PAY,-,IND,1996-03-21,SRILR,,101.14,99.03,816,810,2.5360,,EA,ORB
PSLV R/B,1996-017B,23828,R/B,,IND,1996-03-21,SRILR,,101.22,99.05,841,792,6.2969,,EA,ORB
STS 76,1996-018A,23831,PAY,D,US,1996-03-22,AFETR,1996-03-31,88.81,51.65,398,34,,,EA,LAN
NAVSTAR 37 (USA 117),1996-019A,23833,PAY,-,US,1996-03-28,AFETR,,739.90,52.77,20742,20698,3.9810,,EA,ORB
DELTA 2 R/B(1),1996-019B,23834,R/B,D,US,1996-03-28,AFETR,2000-04-28,87.20,35.03,144,127,12.5127,,EA,IMP
DELTA 2 R/B(2) [PAM-D],1996-019C,23835,R/B,D,US,1996-03-28,AFETR,2001-09-29,89.98,34.58,422,125,3.1773,,EA,IMP
INMARSAT 3-F1,1996-020A,23839,PAY,B,IM,1996-04-03,AFETR,,1440.07,10.73,35889,35839,1.1784,,EA,ORB
ATLAS 2A CENTAUR R/B,1996-020B,23840,R/B,,US,1996-04-03,AFETR,,642.25,21.56,35528,1032,13.8038,,EA,ORB
ASTRA 1F,1996-021A,23842,PAY,-,SES,1996-04-08,TYMSC,,1452.74,5.58,36131,36092,3.3814,,EA,ORB
SL-12 R/B(1),1996-021B,23843,R/B,D,CIS,1996-04-08,TYMSC,1996-04-10,87.56,51.58,157,151,12.6000,,EA,IMP
SL-12 PLAT,1996-021C,23844,DEB,D,CIS,1996-04-08,TYMSC,1996-04-14,87.09,51.60,136,124,17.6000,,EA,IMP
SL-12 R/B(2),1996-021D,23845,R/B,,CIS,1996-04-08,TYMSC,,876.24,5.01,36004,11905,34.7717,,EA,ORB
MSAT M1,1996-022A,23846,PAY,-,CA,1996-04-20,FRGUI,,1459.73,12.54,36344,36152,11.9952,,EA,ORB
ARIANE 42P+3 R/B,1996-022B,23847,R/B,,FR,1996-04-20,FRGUI,,446.06,6.97,25605,316,20.7520,,EA,ORB
PRIRODA,1996-023A,23848,PAY,D,CIS,1996-04-23,TYMSC,2001-03-23,88.15,51.64,215,151,35.4984,,EA,IMP
SL-13 R/B,1996-023B,23849,R/B,D,CIS,1996-04-23,TYMSC,1996-05-19,87.14,51.65,141,125,29.3584,,EA,IMP
SL-13 DEB,1996-023C,23850,DEB,D,CIS,1996-04-23,TYMSC,1996-05-13,88.22,51.63,220,153,0.0379,,EA,IMP
MSX,1996-024A,23851,PAY,-,US,1996-04-24,AFWTR,,102.97,99.04,906,893,8.2809,,EA,ORB
DELTA 2 R/B,1996-024B,23852,R/B,D,US,1996-04-24,AFWTR,1997-01-22,86.69,96.58,119,102,10.0822,,EA,IMP
COSMOS 2332,1996-025A,23853,PAY,D,CIS,1996-04-24,PLMSC,2005-01-28,87.22,82.88,150,124,2.9989,,EA,IMP
SL-8 R/B,1996-025B,23854,R/B,D,CIS,1996-04-24,PLMSC,2001-01-05,87.22,82.78,149,124,11.2713,,EA,IMP
