OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
INTELSAT 2-F2,1967-001A,2639,PAY,-,ITSO,1967-01-11,AFETR,,1437.72,3.41,35844,35792,3.1622,,EA,ORB
DELTA 1 R/B(1),1967-001B,2640,R/B,D,US,1967-01-11,AFETR,1967-04-13,90.46,28.74,372,223,,,EA,IMP
DELTA 1 DEB,1967-001C,2641,DEB,D,US,1967-01-11,AFETR,1967-02-24,91.60,28.72,466,241,,,EA,IMP
OPS 1664,1967-002A,2642,PAY,D,US,1967-01-14,AFWTR,1967-02-02,88.13,80.08,217,147,,,EA,IMP
DELTA 1 R/B(2),1967-001D,2643,R/B,,US,1967-01-11,AFETR,,343.97,25.63,19482,286,0.8125,,EA,ORB
OPS 9321 (IDSCS 8),1967-003A,2645,PAY,-,US,1967-01-18,AFETR,,1329.43,8.46,33814,33530,0.1941,,EA,ORB
COSMOS 138,1967-004A,2646,PAY,D,CIS,1967-01-19,PLMSC,1967-01-27,89.12,64.56,272,190,,,EA,IMP
SL-3 R/B,1967-004B,2648,R/B,D,CIS,1967-01-19,PLMSC,1967-01-28,88.32,64.57,200,182,,,EA,IMP
OPS 9322 (IDSCS 9),1967-003B,2649,PAY,-,US,1967-01-18,AFETR,,1329.85,8.42,33820,33541,0.3561,,EA,ORB
OPS 9323 (IDSCS 10),1967-003C,2650,PAY,-,US,1967-01-18,AFETR,,1330.59,8.41,33833,33557,0.3419,,EA,ORB
OPS 9324 (IDSCS 11),1967-003D,2651,PAY,-,US,1967-01-18,AFETR,,1332.03,8.37,33864,33584,0.1995,,EA,ORB
OPS 9325 (IDSCS 12),1967-003E,2652,PAY,-,US,1967-01-18,AFETR,,1334.05,8.36,33918,33612,0.0030,,EA,ORB
OPS 9326 (IDSCS 13),1967-003F,2653,PAY,-,US,1967-01-18,AFETR,,1336.44,8.29,33995,33630,0.7944,,EA,ORB
OPS 9327 (IDSCS 14),1967-003G,2654,PAY,-,US,1967-01-18,AFETR,,1339.39,8.24,34102,33641,0.5011,,EA,ORB
OPS 9328 (IDSCS 15),1967-003H,2655,PAY,-,US,1967-01-18,AFETR,,1342.90,8.17,34236,33648,0.3981,,EA,ORB
COSMOS 139,1967-005A,2656,PAY,D,CIS,1967-01-25,TYMSC,1967-01-25,87.33,49.70,161,124,,,EA,IMP
