OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
TURKSAT 5A,2021-001A,47306,PAY,+,TURK,2021-01-08,AFETR,,1436.08,0.01,35787,35785,,,EA,ORB
FALCON 9 R/B,2021-001B,47307,R/B,,US,2021-01-08,AFETR,,869.66,15.19,47386,219,,,EA,ORB
CAPE-3,2021-002A,47309,PAY,D,US,2021-01-17,WRAS,2024-02-18,88.06,60.64,184,174,,,EA,IMP
POLARCUBE,2021-002B,47310,PAY,D,US,2021-01-17,WRAS,2023-06-06,87.77,60.64,171,157,,,EA,IMP
RADFXSAT-2 (AO-109),2021-002C,47311,PAY,D,US,2021-01-17,WRAS,2024-04-22,87.92,60.65,176,168,,,EA,IMP
OBJECT D,2021-002D,47312,PAY,D,US,2021-01-17,WRAS,2022-05-04,88.43,60.64,200,194,,,EA,IMP
PROMETHEUS 2-11,2021-002E,47313,PAY,D,US,2021-01-17,WRAS,2023-05-01,88.45,60.65,205,191,,,EA,IMP
MITEE-1,2021-002F,47314,PAY,D,US,2021-01-17,WRAS,2023-06-15,88.63,60.65,217,196,,,EA,IMP
OBJECT G,2021-002G,47315,PAY,D,US,2021-01-17,WRAS,2024-01-17,87.53,60.65,152,151,,,EA,IMP
LAUNCHERONE R/B,2021-002H,47316,R/B,D,US,2021-01-17,WRAS,2023-06-07,87.07,60.66,136,122,,,EA,IMP
OBJECT J,2021-002J,47317,PAY,D,US,2021-01-17,WRAS,2024-04-25,87.66,60.64,163,154,,,EA,IMP
OBJECT K,2021-002K,47318,PAY,D,US,2021-01-17,WRAS,2024-05-02,87.69,60.64,165,155,,,EA,IMP
CP12 (EXOCUBE 2),2021-002L,47319,PAY,D,US,2021-01-17,WRAS,2024-04-30,87.43,60.64,152,142,,,EA,IMP
OBJECT M,2021-002M,47320,UNK,D,US,2021-01-17,WRAS,2023-12-18,88.09,60.64,185,175,,,EA,IMP
TIANTONG-1 3,2021-003A,47321,PAY,+,PRC,2021-01-19,XICLF,,1436.06,1.71,35799,35773,,,EA,ORB
CZ-3B R/B,2021-003B,47322,R/B,D,PRC,2021-01-19,XICLF,2022-03-28,89.17,28.11,358,109,,,EA,IMP
PROMETHEUS 2-8,2021-002N,47345,PAY,D,US,2021-01-17,WRAS,2023-04-27,88.74,60.65,220,204,,,EA,IMP
GMS-T,2021-004A,47346,PAY,+,GER,2021-01-20,RLLB,,109.37,90.13,1199,1196,,,EA,ORB
ELECTRON KICK STAGE R/B,2021-004B,47347,R/B,,US,2021-01-20,RLLB,,99.68,90.10,1043,444,,,EA,ORB
ELECTRON R/B,2021-004C,47348,R/B,D,US,2021-01-20,RLLB,2021-09-16,87.61,89.94,175,138,,,EA,IMP
STARLINK-1952,2021-005A,47349,PAY,D,US,2021-01-20,AFETR,2022-09-17,87.56,53.00,158,149,,,EA,IMP
