OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
ESTRELA DO SUL,2004-001A,28137,PAY,-,USBZ,2004-01-11,SEAL,,1457.00,11.21,36209,36180,12.5892,,EA,ORB
BLOCK DM-SL R/B,2004-001B,28138,R/B,,SEAL,2004-01-11,SEAL,,640.75,0.80,35814,669,17.0198,,EA,ORB
PROGRESS-M1 11,2004-002A,28142,PAY,D,CIS,2004-01-29,TYMSC,2004-06-03,91.36,51.63,363,319,24.5798,,EA,IMP
SL-4 R/B,2004-002B,28143,R/B,D,CIS,2004-01-29,TYMSC,2004-02-01,87.16,51.63,140,128,12.0000,,EA,IMP
AMC-10 (GE-10),2004-003A,28154,PAY,-,SES,2004-02-05,AFETR,,1452.74,6.85,36131,36093,25.1189,,EA,ORB
ATLAS 2AS CENTAUR R/B,2004-003B,28155,R/B,,US,2004-02-05,AFETR,,387.76,12.52,22141,331,15.8801,,EA,ORB
USA 176 (DSP 22),2004-004A,28158,PAY,P,US,2004-02-14,AFETR,,1436.08,12.15,35795,35777,,,EA,ORB
TITAN 4B R/B,2004-004B,28159,R/B,,US,2004-02-14,AFETR,,,,,,,NEA,EA,ORB
IUS R/B(1),2004-004C,28160,R/B,,US,2004-02-14,AFETR,,595.01,28.42,33759,353,,,EA,ORB
IUS R/B(2),2004-004D,28161,R/B,,US,2004-02-14,AFETR,,1442.68,12.27,35934,35897,,,EA,ORB
MOLNIYA 1-93,2004-005A,28163,PAY,D,CIS,2004-02-18,PLMSC,2016-04-16,88.28,62.86,310,69,12.4329,,EA,IMP
SL-6 R/B(2),2004-005B,28164,R/B,D,CIS,2004-02-18,PLMSC,2016-10-12,93.44,62.95,809,78,6.3848,,EA,IMP
SL-6 R/B(1),2004-005C,28165,R/B,D,CIS,2004-02-18,PLMSC,2004-04-11,87.19,62.80,147,123,16.6058,,EA,IMP
SL-6 PLAT,2004-005D,28166,DEB,D,CIS,2004-02-18,PLMSC,2004-03-15,87.59,62.82,178,132,3.6068,,EA,IMP
SL-6 DEB,2004-005E,28167,DEB,D,CIS,2004-02-18,PLMSC,2004-03-22,88.95,62.82,277,169,0.0007,,EA,IMP
SL-6 DEB,2004-005F,28168,DEB,D,CIS,2004-02-18,PLMSC,2004-03-28,88.77,62.81,256,172,0.0038,,EA,IMP
ROSETTA,2004-006A,28169,PAY,-,ESA,2004-03-02,FRGUI,,,,,,,NEA,SU,ORB
ARIANE 5 R/B,2004-006B,28170,R/B,,FR,2004-03-02,FRGUI,,,,,,,NEA,SU,ORB
