OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
COSMOS 1715,1986-001A,16447,PAY,D,CIS,1986-01-08,PLMSC,1986-01-22,89.43,72.81,265,228,,,EA,IMP
SL-4 R/B,1986-001B,16448,R/B,D,CIS,1986-01-08,PLMSC,1986-01-16,87.63,72.80,168,146,,,EA,IMP
COSMOS 1716,1986-002A,16449,PAY,,CIS,1986-01-09,PLMSC,,115.48,73.99,1491,1464,0.6780,,EA,ORB
COSMOS 1717,1986-002B,16450,PAY,,CIS,1986-01-09,PLMSC,,115.85,73.99,1513,1475,0.6810,,EA,ORB
COSMOS 1718,1986-002C,16451,PAY,,CIS,1986-01-09,PLMSC,,115.65,73.99,1495,1475,0.6762,,EA,ORB
COSMOS 1719,1986-002D,16452,PAY,,CIS,1986-01-09,PLMSC,,115.30,73.99,1485,1454,0.6881,,EA,ORB
COSMOS 1720,1986-002E,16453,PAY,,CIS,1986-01-09,PLMSC,,115.14,73.99,1484,1440,0.6860,,EA,ORB
COSMOS 1721,1986-002F,16454,PAY,,CIS,1986-01-09,PLMSC,,114.98,73.99,1483,1426,0.6889,,EA,ORB
COSMOS 1722,1986-002G,16455,PAY,,CIS,1986-01-09,PLMSC,,114.83,73.99,1483,1412,0.6899,,EA,ORB
COSMOS 1723,1986-002H,16456,PAY,,CIS,1986-01-09,PLMSC,,114.67,73.99,1482,1399,0.6816,,EA,ORB
SL-8 R/B,1986-002J,16457,R/B,,CIS,1986-01-09,PLMSC,,117.96,73.99,1696,1483,5.5277,,EA,ORB
STS 61C,1986-003A,16481,PAY,D,US,1986-01-12,AFETR,1986-01-18,91.21,28.47,347,322,,,EA,LAN
SATCOM K1,1986-003B,16482,PAY,,US,1986-01-12,AFETR,,1446.32,14.67,36006,35966,7.6761,,EA,ORB
SATCOM K1 R/B [PAM-D2],1986-003C,16483,R/B,,US,1986-01-12,AFETR,,576.00,26.79,32783,324,3.6743,,EA,ORB
COSMOS 1724,1986-004A,16490,PAY,D,CIS,1986-01-15,PLMSC,1986-03-15,88.84,67.13,267,167,66.6700,,EA,IMP
SL-4 R/B,1986-004B,16491,R/B,D,CIS,1986-01-15,PLMSC,1986-01-21,87.23,67.13,154,120,,,EA,IMP
SL-4 DEB,1986-004C,16492,DEB,D,CIS,1986-01-15,PLMSC,1986-01-16,88.52,67.12,249,154,,,EA,IMP
COSMOS 1725,1986-005A,16493,PAY,,CIS,1986-01-16,PLMSC,,104.73,82.93,999,965,2.0470,,EA,ORB
SL-8 R/B,1986-005B,16494,R/B,,CIS,1986-01-16,PLMSC,,104.59,82.93,989,962,4.1175,,EA,ORB
COSMOS 1726,1986-006A,16495,PAY,D,CIS,1986-01-17,PLMSC,2024-10-30,87.30,82.43,146,135,8.3840,,EA,IMP
SL-14 R/B,1986-006B,16496,R/B,,CIS,1986-01-17,PLMSC,,96.84,82.53,662,553,4.0562,,EA,ORB
RADUGA 18,1986-007A,16497,PAY,-,CIS,1986-01-17,TYMSC,,1457.29,10.42,36501,35899,2.4023,,EA,ORB
SL-12 R/B(1),1986-007B,16498,R/B,D,CIS,1986-01-17,TYMSC,1986-01-20,86.99,51.60,126,125,,,EA,IMP
SL-12 PLAT,1986-007C,16499,DEB,D,CIS,1986-01-17,TYMSC,1986-01-18,87.48,51.59,152,147,,,EA,IMP
SL-12 R/B(AUX MOTOR),1986-007D,16500,R/B,D,CIS,1986-01-17,TYMSC,1994-10-08,88.03,46.32,243,111,0.9887,,EA,IMP
SL-12 R/B(AUX MOTOR),1986-007E,16501,R/B,D,CIS,1986-01-17,TYMSC,1986-09-30,94.85,46.45,932,91,1.1400,,EA,IMP
COSMOS 1715 DEB,1986-001C,16505,DEB,D,CIS,1986-01-08,PLMSC,1986-01-25,87.86,72.79,174,163,,,EA,IMP
COSMOS 1715 DEB,1986-001D,16506,DEB,D,CIS,1986-01-08,PLMSC,1986-01-27,87.84,72.80,169,166,,,EA,IMP
COSMOS 1715 DEB,1986-001E,16507,DEB,D,CIS,1986-01-08,PLMSC,1986-01-31,88.87,72.81,245,192,4.3000,,EA,IMP
COSMOS 1727,1986-008A,16510,PAY,,CIS,1986-01-23,PLMSC,,104.75,82.95,1011,954,1.4617,,EA,ORB
SL-8 R/B,1986-008B,16511,R/B,,CIS,1986-01-23,PLMSC,,104.65,82.94,995,961,4.0148,,EA,ORB
COSMOS 1728,1986-009A,16512,PAY,D,CIS,1986-01-28,TYMSC,1986-02-11,89.32,69.97,259,223,19.4200,,EA,IMP
SL-4 R/B,1986-009B,16513,R/B,D,CIS,1986-01-28,TYMSC,1986-02-06,87.52,69.96,156,147,51.0900,,EA,IMP
SL-4 DEB,1986-009C,16514,DEB,D,CIS,1986-01-28,TYMSC,1986-01-31,89.27,69.98,273,203,44.5700,,EA,IMP
STTW-1,1986-010A,16526,PAY,-,PRC,1986-02-01,XICLF,,1436.96,10.51,35818,35789,10.0000,,EA,ORB
COSMOS 1729,1986-011A,16527,PAY,,CIS,1986-02-01,PLMSC,,717.93,70.94,32322,8041,13.7303,,EA,ORB
CZ-3 R/B,1986-010B,16528,R/B,,PRC,1986-02-01,XICLF,,619.47,30.44,35004,383,10.4263,,EA,ORB
SL-6 PLAT,1986-011B,16529,DEB,D,CIS,1986-02-01,PLMSC,1986-03-10,87.54,62.86,171,134,9.8000,,EA,IMP
SL-6 R/B(1),1986-011C,16530,R/B,D,CIS,1986-02-01,PLMSC,1986-03-24,87.45,62.82,158,139,31.1300,,EA,IMP
SL-6 DEB,1986-011D,16531,DEB,D,CIS,1986-02-01,PLMSC,1986-03-31,89.04,62.84,267,186,1.0000,,EA,IMP
SL-6 DEB,1986-011E,16532,DEB,D,CIS,1986-02-01,PLMSC,1986-03-13,88.42,62.82,226,166,0.0100,,EA,IMP
SL-6 R/B(2),1986-011F,16533,R/B,,CIS,1986-02-01,PLMSC,,705.70,71.05,33630,6127,5.7471,,EA,ORB
COSMOS 1730,1986-012A,16540,PAY,D,CIS,1986-02-04,PLMSC,1986-02-13,89.85,72.85,307,228,,,EA,IMP
