OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
CORIOLIS,2003-001A,27640,PAY,+,US,2003-01-06,AFWTR,,101.41,98.72,836,815,5.0821,,EA,ORB
TITAN 2 R/B,2003-001B,27641,R/B,D,US,2003-01-06,AFWTR,2003-12-19,87.14,98.62,138,127,14.4013,,EA,IMP
ICESAT,2003-002A,27642,PAY,D,US,2003-01-13,AFWTR,2010-08-30,87.17,93.97,139,129,3.3439,,EA,IMP
CHIPSAT,2003-002B,27643,PAY,,US,2003-01-13,AFWTR,,92.88,94.03,418,413,0.3430,,EA,ORB
DELTA 2 DEB [DPAF],2003-002C,27644,DEB,D,US,2003-01-13,AFWTR,2013-12-13,87.98,93.95,182,168,6.3300,,EA,IMP
DELTA 2 R/B,2003-002D,27645,R/B,D,US,2003-01-13,AFWTR,2003-03-18,87.14,97.51,142,124,6.3095,,EA,IMP
STS 107,2003-003A,27647,PAY,D,US,2003-01-16,AFETR,2003-02-01,89.90,39.02,276,263,26.5000,,EA,IMP
SORCE,2003-004A,27651,PAY,+,US,2003-01-25,ERAS,,95.74,39.99,566,543,1.7809,,EA,ORB
PEGASUS R/B,2003-004B,27652,R/B,,US,2003-01-25,ERAS,,96.33,40.00,597,569,1.2815,,EA,ORB
NAVSTAR 51 (USA 166),2003-005A,27663,PAY,+,US,2003-01-29,AFETR,,718.00,54.87,20579,19786,10.0000,,EA,ORB
XSS-10,2003-005B,27664,PAY,,US,2003-01-29,AFETR,,96.61,39.75,699,494,0.1830,,EA,ORB
DELTA 2 R/B(1),2003-005C,27665,R/B,,US,2003-01-29,AFETR,,100.73,39.58,799,788,9.4905,,EA,ORB
DELTA 2 R/B(2) [PAM-D],2003-005D,27666,R/B,D,US,2003-01-29,AFETR,2005-02-08,87.74,38.79,208,118,2.8650,,EA,IMP
PROGRESS-M 47,2003-006A,27681,PAY,D,CIS,2003-02-02,TYMSC,2003-08-28,92.20,51.63,387,378,6.3095,,EA,IMP
SL-4 R/B,2003-006B,27682,R/B,D,CIS,2003-02-02,TYMSC,2003-02-04,87.43,51.66,155,139,6.3095,,EA,IMP
INTELSAT 907 (IS-907),2003-007A,27683,PAY,-,ITSO,2003-02-15,FRGUI,,1452.17,5.90,36141,36060,10.0000,,EA,ORB
ARIANE 44L R/B,2003-007B,27684,R/B,D,FR,2003-02-15,FRGUI,2024-04-25,96.76,6.62,1090,117,18.1733,,EA,IMP
USA 167,2003-008A,27691,PAY,+,US,2003-03-11,AFETR,,1436.10,11.09,35799,35775,,,EA,ORB
DELTA 4 R/B,2003-008B,27692,R/B,,US,2003-03-11,AFETR,,309.60,25.25,17346,217,,,EA,ORB
IABS R/B,2003-008C,27693,R/B,,US,2003-03-11,AFETR,,1424.00,13.52,35664,35435,,,EA,ORB
IGS 1A,2003-009A,27698,PAY,D,JPN,2003-03-28,TANSC,2014-07-18,,,,,,NEA,EA,IMP
IGS 1B,2003-009B,27699,PAY,D,JPN,2003-03-28,TANSC,2012-07-26,87.65,97.08,167,149,,NEA,EA,IMP
H-2A R/B,2003-009C,27700,R/B,D,JPN,2003-03-28,TANSC,2012-06-03,87.19,96.96,143,127,14.8331,,EA,IMP
H-2A DEB,2003-009D,27701,DEB,D,JPN,2003-03-28,TANSC,2004-08-09,87.11,97.21,144,118,17.1525,,EA,IMP
