OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
COSMOS 628,1974-001A,7094,PAY,,CIS,1974-01-17,PLMSC,,104.65,82.96,1005,952,2.0096,,EA,ORB
SL-8 R/B,1974-001B,7095,R/B,,CIS,1974-01-17,PLMSC,,104.42,82.95,995,939,4.2046,,EA,ORB
SKYNET 2A,1974-002A,7096,PAY,D,UK,1974-01-19,AFETR,1974-01-25,562.58,26.55,31319,1074,,,EA,IMP
THORAD DELTA 1 R/B,1974-002B,7097,R/B,D,US,1974-01-19,AFETR,1974-01-20,88.21,28.70,186,186,,,EA,IMP
THORAD DELTA 1 DEB,1974-002C,7098,DEB,D,US,1974-01-19,AFETR,1974-01-23,88.02,28.66,182,171,,,EA,IMP
THORAD DELTA 1 DEB,1974-002D,7099,DEB,D,US,1974-01-19,AFETR,1974-01-23,88.11,28.63,200,161,,,EA,IMP
COSMOS 629,1974-003A,7100,PAY,D,CIS,1974-01-24,PLMSC,1974-02-05,89.24,62.80,280,194,,,EA,IMP
SL-4 R/B,1974-003B,7101,R/B,D,CIS,1974-01-24,PLMSC,1974-02-01,87.44,62.88,165,130,,,EA,IMP
SL-4 DEB,1974-003C,7102,DEB,D,CIS,1974-01-24,PLMSC,1974-01-26,89.59,62.86,311,198,,,EA,IMP
COSMOS 630,1974-004A,7104,PAY,D,CIS,1974-01-30,PLMSC,1974-02-13,89.08,72.85,290,169,,,EA,IMP
SL-4 R/B,1974-004B,7105,R/B,D,CIS,1974-01-30,PLMSC,1974-02-14,88.35,72.85,216,169,,,EA,IMP
SL-4 DEB,1974-004C,7106,DEB,D,CIS,1974-01-30,PLMSC,1974-02-06,88.73,72.84,255,168,,,EA,IMP
SL-4 DEB,1974-004D,7107,DEB,D,CIS,1974-01-30,PLMSC,1974-02-05,89.93,72.89,337,204,,,EA,IMP
COSMOS 629 DEB,1974-003D,7108,DEB,D,CIS,1974-01-24,PLMSC,1974-02-09,88.06,62.83,196,161,,,EA,IMP
COSMOS 631,1974-005A,7109,PAY,D,CIS,1974-02-06,PLMSC,1980-10-03,87.26,74.02,151,126,5.4700,,EA,IMP
SL-8 R/B,1974-005B,7110,R/B,D,CIS,1974-02-06,PLMSC,1980-12-07,87.41,73.99,151,141,16.6440,,EA,IMP
SL-8 DEB,1974-005C,7111,DEB,D,CIS,1974-02-06,PLMSC,1978-07-02,90.39,74.09,297,290,0.1706,,EA,IMP
SL-8 DEB,1974-005D,7112,DEB,D,CIS,1974-02-06,PLMSC,1975-10-11,91.73,74.07,361,358,,,EA,IMP
COSMOS 632,1974-006A,7117,PAY,D,CIS,1974-02-12,TYMSC,1974-02-26,89.03,65.00,282,171,,,EA,IMP
SL-4 R/B,1974-006B,7118,R/B,D,CIS,1974-02-12,TYMSC,1974-02-17,88.46,65.01,231,166,,,EA,IMP
COSMOS 630 DEB,1974-004E,7119,DEB,D,CIS,1974-01-30,PLMSC,1974-02-14,88.32,72.84,228,155,,,EA,IMP
COSMOS 630 DEB,1974-004F,7120,DEB,D,CIS,1974-01-30,PLMSC,1974-02-16,88.25,72.84,221,155,,,EA,IMP
OPS 6889,1974-007A,7121,PAY,D,US,1974-02-13,AFWTR,1974-03-17,89.29,110.42,364,114,,,EA,IMP
TANSEI-2 (MS-T2),1974-008A,7122,PAY,D,JPN,1974-02-16,KSCUT,1983-01-22,87.68,31.22,174,145,0.9094,,EA,IMP
M-3C R/B,1974-008B,7123,R/B,D,JPN,1974-02-16,KSCUT,1983-01-21,87.42,31.15,159,134,2.1272,,EA,IMP
SAN MARCO 4 (C-2),1974-009A,7154,PAY,D,IT,1974-02-18,SNMLP,1976-05-04,88.49,2.90,225,175,,,EA,IMP
SCOUT D-1 R/B,1974-009B,7157,R/B,D,US,1974-02-18,SNMLP,1974-06-09,88.80,2.89,249,182,,,EA,IMP
COSMOS 632 DEB,1974-006C,7171,DEB,D,CIS,1974-02-12,TYMSC,1974-02-27,88.66,65.01,249,168,,,EA,IMP
COSMOS 632 DEB,1974-006D,7172,DEB,D,CIS,1974-02-12,TYMSC,1974-03-02,87.55,64.98,165,141,,,EA,IMP
