OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
BEIDOU-2 G1,2010-001A,36287,PAY,P,PRC,2010-01-16,XICLF,,1436.10,4.44,35793,35780,79.4328,,EA,ORB
CZ-3C R/B,2010-001B,36288,R/B,,PRC,2010-01-16,XICLF,,533.70,19.99,30587,246,16.5069,,EA,ORB
RADUGA-1M 2,2010-002A,36358,PAY,-,CIS,2010-01-28,TYMSC,,1454.99,3.79,36174,36138,39.8107,,EA,ORB
BREEZE-M R/B,2010-002B,36359,R/B,,CIS,2010-01-28,TYMSC,,1384.06,11.01,35629,33895,1.5849,,EA,ORB
BREEZE-M DEB [TANK],2010-002C,36360,DEB,,CIS,2010-01-28,TYMSC,,613.00,45.22,34149,902,5.8813,,EA,ORB
PROGRESS-M 04M,2010-003A,36361,PAY,D,CIS,2010-02-03,TYMSC,2010-07-01,91.53,51.65,353,346,8.9011,,EA,IMP
SL-4 R/B,2010-003B,36362,R/B,D,CIS,2010-02-03,TYMSC,2010-02-05,87.21,51.62,138,134,4.8380,,EA,IMP
STS 130,2010-004A,36394,PAY,D,US,2010-02-08,AFETR,2010-02-22,91.36,51.65,348,334,29.9360,,EA,LAN
SDO,2010-005A,36395,PAY,+,US,2010-02-11,AFETR,,1436.03,34.78,35792,35779,5.1714,,EA,ORB
ATLAS 5 CENTAUR R/B,2010-005B,36396,R/B,,US,2010-02-11,AFETR,,629.25,28.58,33373,2520,19.5863,,EA,ORB
INTELSAT 16 (IS-16),2010-006A,36397,PAY,+,ITSO,2010-02-12,TYMSC,,1436.09,0.01,35796,35777,266.9529,,EA,ORB
BREEZE-M R/B,2010-006B,36398,R/B,,CIS,2010-02-12,TYMSC,,1656.28,14.02,42083,37903,3.9819,,EA,ORB
BREEZE-M DEB [TANK],2010-006C,36399,DEB,,CIS,2010-02-12,TYMSC,,635.20,46.02,35743,455,5.2510,,EA,ORB
COSMOS 2459 [GLONASS-M],2010-007A,36400,PAY,-,CIS,2010-03-01,TYMSC,,675.69,65.40,19193,19064,4.3792,,EA,ORB
COSMOS 2461 [GLONASS-M],2010-007B,36401,PAY,-,CIS,2010-03-01,TYMSC,,675.72,65.39,19180,19079,3.9811,,EA,ORB
COSMOS 2460 [GLONASS-M],2010-007C,36402,PAY,+,CIS,2010-03-01,TYMSC,,675.73,65.38,19135,19125,4.7754,,EA,ORB
SL-12 R/B(2),2010-007D,36403,R/B,,CIS,2010-03-01,TYMSC,,675.06,65.38,19165,19061,1.5849,,EA,ORB
SL-12 R/B(1),2010-007E,36404,R/B,D,CIS,2010-03-01,TYMSC,2010-03-03,87.44,64.79,157,138,,,EA,IMP
SL-12 PLAT,2010-007F,36405,DEB,D,CIS,2010-03-01,TYMSC,2010-03-02,87.46,64.77,174,123,16.1594,,EA,IMP
SL-12 R/B(AUX MOTOR),2010-007G,36406,R/B,,CIS,2010-03-01,TYMSC,,340.35,64.64,18880,659,0.5732,,EA,ORB
SL-12 R/B(AUX MOTOR),2010-007H,36407,R/B,,CIS,2010-03-01,TYMSC,,338.39,65.33,18649,766,0.6032,,EA,ORB
SL-12 DEB,2010-007J,36408,DEB,D,CIS,2010-03-01,TYMSC,2010-03-07,88.85,64.78,284,151,0.0102,,EA,IMP
SL-12 DEB,2010-007K,36409,DEB,D,CIS,2010-03-01,TYMSC,2010-03-06,89.48,64.68,336,161,,,EA,IMP
