OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
COSMOS 974,1978-001A,10554,PAY,D,CIS,1978-01-06,PLMSC,1978-01-19,89.40,62.81,316,173,,,EA,IMP
SL-4 R/B,1978-001B,10555,R/B,D,CIS,1978-01-06,PLMSC,1978-01-11,88.41,62.79,235,157,,,EA,IMP
SL-4 DEB,1978-001C,10556,DEB,D,CIS,1978-01-06,PLMSC,1978-01-25,89.43,62.82,309,183,,,EA,IMP
INTELSAT 4A-F3,1978-002A,10557,PAY,-,ITSO,1978-01-07,AFETR,,1441.15,8.87,35904,35867,9.9627,,EA,ORB
SOYUZ 27,1978-003A,10560,PAY,D,CIS,1978-01-10,TYMSC,1978-03-16,91.17,51.63,338,326,0.0142,,EA,LAN
COSMOS 975,1978-004A,10561,PAY,D,CIS,1978-01-10,PLMSC,2001-09-19,87.29,81.13,144,136,9.6091,,EA,IMP
COSMOS 976,1978-005A,10581,PAY,,CIS,1978-01-10,PLMSC,,115.08,74.03,1464,1455,0.6539,,EA,ORB
SL-3 R/B,1978-004B,10582,R/B,D,CIS,1978-01-10,PLMSC,2011-10-28,87.22,81.14,141,132,6.0493,,EA,IMP
SL-4 R/B,1978-003B,10583,R/B,D,CIS,1978-01-10,TYMSC,1978-01-13,88.01,51.64,195,157,,,EA,IMP
COSMOS 977,1978-005B,10584,PAY,,CIS,1978-01-10,PLMSC,,114.47,74.03,1463,1399,0.6520,,EA,ORB
COSMOS 978,1978-005C,10585,PAY,,CIS,1978-01-10,PLMSC,,114.68,74.03,1463,1418,0.6772,,EA,ORB
COSMOS 979,1978-005D,10586,PAY,,CIS,1978-01-10,PLMSC,,114.88,74.03,1463,1436,0.6893,,EA,ORB
COSMOS 980,1978-005E,10587,PAY,,CIS,1978-01-10,PLMSC,,115.30,74.03,1476,1462,0.6628,,EA,ORB
COSMOS 981,1978-005F,10588,PAY,,CIS,1978-01-10,PLMSC,,115.53,74.03,1495,1463,0.6791,,EA,ORB
COSMOS 982,1978-005G,10589,PAY,,CIS,1978-01-10,PLMSC,,115.74,74.03,1515,1463,0.6821,,EA,ORB
COSMOS 983,1978-005H,10590,PAY,,CIS,1978-01-10,PLMSC,,115.99,74.03,1538,1463,0.6850,,EA,ORB
SL-8 R/B,1978-005J,10591,R/B,,CIS,1978-01-10,PLMSC,,117.71,74.04,1693,1463,5.9806,,EA,ORB
COSMOS 984,1978-006A,10592,PAY,D,CIS,1978-01-13,PLMSC,1978-01-26,89.34,62.81,282,202,,,EA,IMP
SL-4 R/B,1978-006B,10593,R/B,D,CIS,1978-01-13,PLMSC,1978-01-22,88.04,62.79,188,167,2.0300,,EA,IMP
COSMOS 985,1978-007A,10599,PAY,,CIS,1978-01-17,PLMSC,,104.58,82.94,1014,936,2.4472,,EA,ORB
SL-8 R/B,1978-007B,10600,R/B,,CIS,1978-01-17,PLMSC,,104.43,82.94,1002,934,4.1255,,EA,ORB
COSMOS 974 DEB,1978-001D,10601,DEB,D,CIS,1978-01-06,PLMSC,1978-01-26,88.84,62.83,266,168,,,EA,IMP
COSMOS 974 DEB,1978-001E,10602,DEB,D,CIS,1978-01-06,PLMSC,1978-01-21,89.11,62.81,289,172,,,EA,IMP
PROGRESS 1,1978-008A,10603,PAY,D,CIS,1978-01-20,TYMSC,1978-02-08,91.21,51.63,344,324,35.3162,,EA,IMP
SL-4 R/B,1978-008B,10604,R/B,D,CIS,1978-01-20,TYMSC,1978-01-23,88.30,51.67,206,175,,,EA,IMP
MOLNIYA 3-9,1978-009A,10605,PAY,D,CIS,1978-01-24,PLMSC,1989-12-05,99.92,63.08,1419,90,29.4722,,EA,IMP
SL-6 R/B(1),1978-009B,10606,R/B,D,CIS,1978-01-24,PLMSC,1978-03-12,87.95,62.76,191,155,13.1425,,EA,IMP
COSMOS 986,1978-010A,10607,PAY,D,CIS,1978-01-24,TYMSC,1978-02-07,88.89,65.01,275,164,18.0179,,EA,IMP
SL-6 PLAT,1978-009C,10608,DEB,D,CIS,1978-01-24,PLMSC,1978-03-03,89.04,62.81,288,167,0.0232,,EA,IMP
SL-4 R/B,1978-010B,10609,R/B,D,CIS,1978-01-24,TYMSC,1978-01-28,87.95,65.01,201,145,,,EA,IMP
SL-6 DEB,1978-009D,10610,DEB,D,CIS,1978-01-24,PLMSC,1978-03-08,90.20,62.81,389,179,7.0435,,EA,IMP
FSW-0 3,1978-011A,10611,PAY,D,PRC,1978-01-26,JSC,1978-02-07,87.61,57.02,180,133,3.6686,,EA,IMP
CZ-2C R/B,1978-011B,10612,R/B,D,PRC,1978-01-26,JSC,1978-02-06,88.30,57.00,238,143,28.0527,,EA,IMP
IUE,1978-012A,10637,PAY,-,US,1978-01-26,AFETR,,1439.05,36.62,41941,29748,5.9491,,EA,ORB
DELTA 1 R/B(1),1978-012B,10638,R/B,D,US,1978-01-26,AFETR,1978-02-21,88.38,28.72,249,140,17.3925,,EA,IMP
COSMOS 987,1978-013A,10639,PAY,D,CIS,1978-01-31,PLMSC,1978-02-14,88.83,62.80,279,154,,,EA,IMP
SL-4 R/B,1978-013B,10640,R/B,D,CIS,1978-01-31,PLMSC,1978-02-04,88.33,62.79,231,153,53.3419,,EA,IMP
SL-4 DEB,1978-013C,10641,DEB,D,CIS,1978-01-31,PLMSC,1978-02-05,,,,,,,EA,IMP
KYOKKO (EXOS-A),1978-014A,10664,PAY,-,JPN,1978-02-04,KSCUT,,133.84,65.37,3941,637,1.0127,,EA,ORB
M-3H R/B,1978-014B,10665,R/B,D,JPN,1978-02-04,KSCUT,1979-02-12,88.10,65.04,192,169,,,EA,IMP
COSMOS 988,1978-015A,10666,PAY,D,CIS,1978-02-08,PLMSC,1978-02-20,89.69,72.84,322,197,,,EA,IMP
SL-4 R/B,1978-015B,10667,R/B,D,CIS,1978-02-08,PLMSC,1978-02-17,88.50,72.85,228,172,,,EA,IMP
SL-4 DEB,1978-015C,10668,DEB,D,CIS,1978-02-08,PLMSC,1978-03-05,89.13,72.86,338,125,,,EA,IMP
OPS 6391 (FLTSATCOM 1),1978-016A,10669,PAY,-,US,1978-02-09,AFETR,,1454.45,6.96,36183,36107,1.9952,,EA,ORB
COSMOS 987 DEB,1978-013D,10670,DEB,D,CIS,1978-01-31,PLMSC,1978-02-17,88.45,62.80,249,147,,,EA,IMP
COSMOS 987 DEB,1978-013E,10671,DEB,D,CIS,1978-01-31,PLMSC,1978-02-20,88.41,62.80,241,150,,,EA,IMP
COSMOS 989,1978-017A,10672,PAY,D,CIS,1978-02-14,TYMSC,1978-02-28,88.92,65.04,279,163,,,EA,IMP
SL-4 R/B,1978-017B,10673,R/B,D,CIS,1978-02-14,TYMSC,1978-02-17,88.35,65.06,236,150,,,EA,IMP
UME-2 (ISS-B),1978-018A,10674,PAY,-,JPN,1978-02-16,TANSC,,107.17,69.36,1217,974,1.3385,,EA,ORB
N-1 R/B,1978-018B,10675,R/B,,JPN,1978-02-16,TANSC,,107.07,69.36,1211,971,1.1006,,EA,ORB
COSMOS 990,1978-019A,10676,PAY,,CIS,1978-02-17,PLMSC,,100.19,74.04,779,756,2.1645,,EA,ORB
SL-8 R/B,1978-019B,10677,R/B,,CIS,1978-02-17,PLMSC,,99.88,74.04,763,742,4.1696,,EA,ORB
COSMOS 988 DEB,1978-015D,10678,DEB,D,CIS,1978-02-08,PLMSC,1978-02-22,88.81,72.83,254,177,,,EA,IMP
COSMOS 988 DEB,1978-015E,10679,DEB,D,CIS,1978-02-08,PLMSC,1978-03-02,,,,,,,EA,IMP
COSMOS 988 DEB,1978-015F,10680,DEB,D,CIS,1978-02-08,PLMSC,1978-03-11,,,,,,,EA,IMP
COSMOS 988 DEB,1978-015G,10681,DEB,D,CIS,1978-02-08,PLMSC,1978-02-24,90.52,72.85,403,198,,,EA,IMP
NAVSTAR 1 (OPS 5111),1978-020A,10684,PAY,-,US,1978-02-22,AFWTR,,727.01,64.40,20622,20187,0.5413,,EA,ORB
